-0.737	-0.69	-4.322	-5.644	-3.474	-0.396	2.98	-4.322	-4.059	-4.322	-5.059	-3.644	-2.943	-5.644	-5.059	-5.059	-3.474	0.687	-4.644	-4.059	-3.059	-0.234	0.848	1.084	0.623	-1.889	-0.556	2.284	-1.322	-3.059	-4.059	-6.644	-5.644	-4.322	-4.644	1.57	-3.322	0.029	-0.943	-1
-4.059	-2.837	-4.322	-1.837	-2	1.007	1.299	-4.644	-0.621	1.384	-3.474	-3.837	-3.322	-3.837	2.387	-3.837	1.176	-2.252	-2.737	-0.494	-1.252	3.628	-4.644	1.511	0.714	0.799	-3.837	-2.737	-3.837	-4.059	2.949	-2.556	-4.059	-3.474	-3.322	-1.737	0.138	-3.059	-3.837	-3.184
0.566	2.459	-2.556	-4.322	-3.059	1.485	-1.737	1.245	-1.599	0.74	-3.059	-3.322	-1.786	-4.059	-4.059	-2.556	-0.862	3.574	-1.889	-0.599	-3.322	-3.474	-3.059	2.018	-3.184	-2.322	0.757	0.299	-1.089	1.444	-2.12	-4.644	-3.644	1.39	1.176	-1.396	3.254	1.091	2.157	-1.434
-2.556	0.807	-2.943	-4.322	-2.556	-0.269	0.014	-1.786	-5.059	0.731	-1.837	-2.943	-0.184	-4.644	2.138	0	-1.737	2.409	-2.396	-1.69	0	0.669	-3.644	2.067	-0.713	-0.322	-5.059	-0.059	-2.059	2.651	-2.396	0.66	-5.644	-3.644	0.774	0.632	-1.474	-3.474	1.287	1.151
-0.644	0.029	-2.322	-5.059	-3.474	-0.218	3.339	-5.644	-5.059	-4.059	-4.059	-5.059	-3.474	-5.059	-4.644	-4.644	-3.837	1.124	-4.059	-3.644	-3.322	-1.786	0.263	1.269	-0.889	-1.644	-0.837	1.891	-1.396	-2.12	-3.644	-4.059	-5.059	-4.644	-4.322	0.986	-2.474	0.202	-0.889	-0.578
-2.644	-2.396	4.129	-3.837	-3.184	-3.184	-3.322	-1.396	-0.811	-3.474	-3.322	-4.644	-2.943	3.821	-3.184	-4.059	1.275	-4.059	-4.644	-0.644	0.202	-5.059	1.807	-1.889	-2	-2.12	-5.644	-4.644	-2.644	-5.644	-3.474	-4.644	-1.837	-3.184	-2.644	-5.644	-2	-3.644	-0.621	-0.304
1.245	1.029	-2.644	-3.474	-3.644	-2.644	-0.218	-1.286	-2.322	-2.12	-3.837	-3.644	-3.059	-3.474	2.214	2.322	-2.396	0.263	-4.059	-2.059	-1.556	-1.252	-3.644	-0.029	-0.358	-0.269	-1.599	3.966	0.918	2.43	-1.396	2.539	-1.599	-4.322	-4.059	-0.322	-0.599	2.176	3.191	-0.286
1.48	-2.184	-3.837	-3.184	-5.059	1.506	-0.837	-5.059	1.604	-4.644	-1.089	-0.943	-0.667	-4.322	-0.184	-0.286	-1.396	0.214	1.091	-1.943	0.595	-0.811	-4.059	-1.322	0.251	1.233	0.356	-2.12	-2.396	-1.837	-0.494	-0.152	-5.644	-4.059	-2.252	-0.837	1.176	-2.12	-2.737	-0.494
-2.737	-0.811	-2	-3.184	-1.599	-3.322	-4.059	-4.322	-3.059	-2.184	-2.644	-2.943	-2.474	-1.599	-2.837	-2.322	-1.943	-4.644	-1.737	-1.556	-3.059	-1.556	0.043	-1.434	-2.644	-3.474	-2.737	3.202	0.485	2.72	-2	-2.474	-3.644	-1.737	-2.059	-2.474	1.58	3.254	2.698	-0.837
-0.201	1.546	-4.059	-5.059	-3.474	-1.556	1.884	-4.644	-4.059	-3.837	-3.184	-4.322	-2.943	-4.322	1.406	-4.059	-3.644	-2.943	-3.837	-5.059	-3.837	-1.252	-3.184	-0.494	-0.556	0.986	0.506	0.556	0.39	-1.644	-4.644	0.888	-4.322	-4.644	-3.644	-2.837	0.111	-0.322	1.316	-1.644
0.151	2.452	-2.322	-1.12	-1.599	3.896	0.39	-1.322	-1.786	-2.474	-3.059	-3.184	-2.396	-3.184	-4.059	-1.69	1.911	-1.69	-2.474	-0.621	1.575	-0.971	-2.737	-0.168	-0.494	2.141	3.062	-2.556	-3.059	-3.474	1.856	3.981	-3.644	-2.059	-3.474	-0.862	2.425	-2.737	-3.322	3.082
0.506	-1.218	2.242	1.575	-1.69	0.31	-1.599	0.956	-4.322	3.055	-2.396	-3.322	-2.322	-1.737	-3.322	2.195	0.379	0.66	4.419	-2.737	2.47	-2.184	-1.059	-2.737	-1.12	0	-2.837	2.17	3.03	0.595	-0.667	-1.396	0.88	2.227	-1.184	-3.474	-0.761	2.032	2.548	0.287
0.824	0	-4.322	0.856	0.367	0.824	1.269	2.884	-5.059	1.655	-0.494	-0.168	0.214	-4.322	-1.322	-0.916	2.785	-1.12	-2.837	-2.322	1.05	-0.943	-2.837	-0.184	0.978	0.475	-0.454	2.186	1.678	2.88	-0.515	-5.644	-4.322	1.438	0.251	0.433	1.566	1.722	1.922	1.111
-3.644	1.406	1.22	-1.184	1.257	-5.644	-5.059	-4.059	0	-0.454	0.678	0.816	0.642	0.595	0.978	-0.168	0.475	1.208	2.084	-0.152	0.39	-0.201	-3.184	1.138	-2.252	-0.644	-1.599	3.519	1.731	2.915	0.696	-3.059	-0.474	0.66	-0.286	0.782	2.293	2.395	3.539	1.245
-2.943	-0.644	-5.644	1.748	1.379	-2.252	-2.474	1.628	0.151	2.381	-1.218	-1.358	-0.556	-5.059	-2.943	-1.737	0.748	-2.556	-3.184	1.202	-2.059	-0.358	-2.837	-1.599	-1.474	-5.644	-3.837	-3.474	-1.515	-1.837	-0.515	-1.599	-4.059	1.761	-3.322	-2.252	-0.837	-2.943	-2.322	-0.837
-1.69	-0.136	-2.396	-3.474	-3.059	1.263	-3.837	-4.322	-2.252	-3.644	-3.474	-3.184	-2.644	-3.644	-2.644	4.552	1.131	0.176	-2	1.664	-3.322	0.345	-4.059	2.449	-1.515	-1.474	-5.059	-0.218	-0.358	-2.644	0.098	-1.434	-3.184	-3.474	-3.837	-0.713	-2.943	0.422	-3.474	-0.089
-0.044	1.433	-3.644	-5.059	-3.474	0.614	1.144	-4.644	-1.152	-4.059	-6.644	-6.644	-2.943	-4.059	0.39	-1.556	-1.515	1.465	1.339	-1.089	-3.644	1.305	-2.556	0.444	0.401	0.722	-0.621	-2.322	-2.737	-1.358	0.333	-0.837	-4.644	-1.556	-4.059	-1.943	2.157	-5.059	-2.556	0.411
-1.644	2.676	-4.059	-4.644	-3.184	-0.889	1.501	-5.644	-4.644	-3.474	-3.837	-5.059	-3.644	-4.059	-3.644	-2.12	-3.059	-4.059	-1.737	-1.515	-3.322	-3.474	-2.837	1.541	-0.556	0.084	-1.029	-2.396	-3.184	-0.786	1.604	-2.556	-0.184	-3.644	-3.184	0.433	-1	-4.059	0.333	1.778
-3.644	0.356	-1.286	2.803	-2.943	-3.184	-0.916	-2.556	-0.971	-2.396	-2.943	-3.059	-3.059	-2.474	-3.644	-2.737	1.895	3.992	-1.786	-3.474	-2.737	-2.943	-1.474	-2	-3.837	-0.136	-5.059	-2.059	-3.322	-3.474	1.58	-4.059	-3.474	-0.044	-3.837	-1.943	-2.474	-2.943	-3.322	-2.644
-0.252	1.664	-0.434	-2.12	-1.252	2.485	1.531	-6.644	-1.69	-1.515	-2.059	-2.059	-1.218	-2.184	-2.396	-0.014	-1.396	-5.644	-0.69	0.322	0.848	2.021	-0.971	2.257	2.907	2.553	2.039	-1.218	-1.737	-2.644	1.791	4.258	-2.474	-1.644	-2.12	1.111	0.993	-0.578	-1.515	2.664
-0.304	-0.34	-3.837	-3.322	2.459	-5.059	-0.713	-5.644	-2.12	-3.837	1.646	1.401	2.004	-0.916	-1.059	0.774	-2.059	2.621	0.595	1.541	-0.916	0.941	-4.322	0.043	1.17	0.485	-3.474	-0.089	0.189	-1.737	-1.059	-3.837	-3.059	-4.322	3.178	0.585	1.362	0.214	-0.396	-0.184
-0.434	-0.737	1.709	-4.644	-3.322	0.816	0.433	-6.644	-4.059	-2.644	-3.322	-3.644	-2.474	1.339	1.043	-4.059	0.275	-0.089	0.84	-2.059	0.485	0.029	-1.184	0.422	0.485	0.202	-0.152	-2.396	-1.029	-4.644	3.194	-0.69	1.293	-3.837	-3.322	-1.737	0.88	-2.837	-0.889	0.926
-4.059	2.039	-2.737	-5.059	-3.644	-3.837	0.956	-5.059	0.263	-4.322	-4.322	-4.644	-3.837	-3.837	-2.12	-2.059	-4.059	2.568	-4.644	-4.059	-4.059	-1.644	0.275	-3.322	0.251	-1.943	-1.943	-1.943	-4.059	-4.059	-3.644	2.658	0.163	-5.059	-4.322	-4.322	-3.837	-3.474	-3.059	-1.252
1.449	2.359	1.183	0.322	-1.737	3.172	1.876	2.888	-0.599	0.799	-1.556	-2.943	-0.786	1.257	-2.252	-1.599	-0.377	0.401	-2.474	0.322	0.333	1.614	-1.218	2.266	0.124	-2.943	-0.286	4.621	1.138	-2.737	1.183	1.251	0.485	0.043	0.526	1.585	-1.515	3.014	-1.737	1.362
-1.434	2.359	-0.535	-4.322	-2.252	2.77	0.934	-3.644	0.411	-3.184	-2.737	-1.889	-1.12	-3.059	-0.889	-0.786	-2.837	2.606	-1.837	0.614	1.257	1.692	-0.667	2.077	2.345	-0.029	1.275	4.028	3.106	1.637	-2.737	0.642	3.002	-2.396	-1.943	0.595	2.696	1.623	2.039	2.651
1.803	-0.943	-2.737	0.872	1.516	1.609	-0.322	0.536	-2.556	1.978	-1.515	-1.556	-1.644	-3.322	-1.556	-1.12	2.47	4.212	-2	0.705	0.705	-0.029	-2.556	0.807	-1.837	0.214	-1.029	3.797	2.965	4.893	1.816	-3.474	-2.837	1.214	1.144	0.138	0.057	2.895	3.577	0.39
-0.737	-1.515	-0.761	2.111	-0.621	-0.494	-4.322	0.971	-5.059	1.766	-5.059	-5.059	-3.474	-2.737	-1.12	-1.837	0.043	-0.044	-0.837	-2.943	3.094	0.465	-3.474	-0.786	-2.837	-0.889	-3.184	1.864	1.438	-0.889	1.05	2.248	-2.184	0.856	-2.943	-1.556	-1.152	-0.737	1.696	-1.184
1.516	0.526	-0.971	-5.059	-4.059	-0.971	0.978	-4.322	-1.12	-4.644	-4.644	-5.059	-3.644	-1.786	0.189	1.111	-3.837	0.029	3.124	-0.218	-3.644	-0.644	-2.474	-1.515	0.239	1.163	1.48	-1.599	-1.837	-4.059	0.546	-0.358	-2.644	-3.474	-5.644	-2.396	1.506	-2.396	-1.837	1.257
-1.69	-0.862	-1.889	-3.644	-1.556	-4.322	-3.184	-2.737	-2.943	-2.474	-2	-2	-1.556	-1.474	-2.943	-1.943	-1.644	-3.837	-2.12	-0.644	-2.322	-2.644	0	-1.837	-2.556	-2.184	-3.322	3.043	0.485	2.864	-1.889	-2.474	-3.059	-1.889	-2	-2.837	1.651	3.428	2.381	-2.644
0.949	2.248	0.506	-4.322	-2.474	0.88	0.888	-5.059	-2.837	-2.737	-4.322	-3.059	-2.737	-0.535	1.104	-0.059	0.824	-1	-2.737	-1.358	0.151	1.22	-2.737	0.791	0.043	-0.34	-0.69	1.007	0.696	0.766	-1.218	2.223	-2.943	-2.322	-2.737	0.978	-0.014	0.766	0.888	0.678
-3.837	-0.621	-1.786	-3.644	-3.837	-1	-1.286	-4.322	-2.837	-3.644	2.909	2.151	2.928	-3.837	1.328	-1.889	-2.252	1.118	-2.837	0.84	-2.184	-2.644	-3.059	0.642	-3.322	-0.218	-1.434	0.832	-2.396	0.263	-3.322	-0.786	-3.837	-4.322	1.202	-1.644	1.58	0.411	1.299	0.496
-0.044	-2.322	-2.474	0.642	1.014	-3.322	-0.811	-1.737	-3.322	-0.454	1.356	0.585	1.718	-2.12	0.791	-0.889	-1.059	2.606	-0.136	-0.184	-2.737	-2.12	1.623	0.39	-2.943	-3.644	-1.358	-3.184	-3.644	-3.837	-0.168	-4.059	-4.644	1.444	0.614	-4.322	-0.971	-4.059	-3.322	-3.837
-2.837	0.124	-5.644	-5.059	-2.396	-3.059	-2.943	-1.556	-4.322	-1.556	-4.059	-5.059	-2.644	-4.644	1.903	-3.474	2.83	-4.059	-3.184	-2.474	0.084	-2.737	-2.737	-3.059	-2.644	1.036	-3.184	0.642	-0.578	-3.837	-2.737	-2.556	-4.322	-2.184	-3.322	-5.644	0.176	-2.644	-4.059	-0.737
1.084	1.35	-2	-4.322	-1.286	-1.737	0.791	-6.644	-6.644	-2.644	-0.713	-0.889	-0.474	-1.396	0.333	-1.029	-0.074	0.864	-2.12	-1.396	0.31	1.844	-2.059	0.782	0.124	-0.074	1.275	1.692	1.214	-0.916	-0.12	1.124	-0.578	-3.059	-3.059	1.064	-0.286	0.098	2.16	2.091
-1.837	-2	-1.184	-0.252	0.189	-5.644	-3.059	1.642	-0.136	-0.089	-2.396	-2.184	-3.322	-2.837	-3.059	0.138	-3.837	5.185	-1.184	1.433	2.111	-0.168	-4.644	-2.184	-4.059	-5.644	-2.644	-0.415	-2.474	-0.837	2.742	-2.252	-2	-0.454	1.151	-0.943	-0.971	-2.837	-2.396	-1.556
2.091	-0.396	1.091	0.791	-1.556	1.454	-2.184	2.787	1.516	-1.889	-0.667	-2	-0.556	0.782	-0.556	-2.737	-1.837	0.496	-2.556	1.144	1.043	1.491	2.687	3.719	-2.644	-0.494	1.459	2.021	-1.322	-2.943	0.791	1.17	2.814	-2.556	2.111	-3.474	2.731	0.444	2.422	-3.837
-2.322	-3.184	-3.644	-4.644	-3.322	-0.252	2.694	-4.644	-3.837	-3.322	-2.474	-2.252	-1.889	-3.837	-0.269	-3.837	-3.184	-5.644	-2.556	-0.089	-2.737	-5.059	-2.837	-3.474	-2	0.379	-1.737	2.744	-0.837	-0.218	-3.644	-5.644	-4.059	-3.837	-4.059	-5.059	-3.644	0.585	1.791	-4.644
-1.218	0.926	-3.644	-2	-1.12	-0.761	-4.644	-0.556	-5.059	-0.184	-0.269	-0.168	0.251	-4.322	2.449	0.496	-0.474	-0.667	2.39	-3.184	1.411	1.021	-0.535	-0.415	-2.059	-1.396	-2.943	0.731	1.709	0.864	-1.786	-0.089	-5.644	-3.837	-0.494	0.287	-2.059	0.566	0.832	0.824
1.646	1.705	-2.556	-2.837	-2.644	-2.474	0.138	-1.029	-2.556	-1.786	-3.322	-2.474	-3.059	-2.943	2.546	2.328	-1.737	0.356	-1.837	-2.322	-1.474	-0.943	-2.322	0.202	0.098	-0.136	-1.184	4.304	1.176	2.519	-0.943	2.655	-2.943	-3.322	-2.837	-0.286	-0.415	2.141	3.43	0.138
-0.535	1.084	-3.474	-5.059	-3.184	0.465	1.263	-5.644	-1.12	-3.474	-3.322	-4.644	-2.556	-4.322	0.748	-2.12	-1.737	1.275	1.678	-1.474	-4.059	1.791	-3.644	0.367	-0.644	0.687	-1.029	-2.396	-3.837	-1.089	0.872	-0.916	-5.644	-2.252	-4.059	-1.943	1.485	-2.837	-2.644	0.299
-4.322	0.774	-3.837	-0.535	0.322	-2.12	-0.737	-1.152	-0.029	0.322	2.036	1.299	1.618	-4.644	0.918	-4.059	0.057	0.832	-4.059	0.345	-1.322	-1.644	-3.644	0.287	-4.644	-2.396	-4.322	-2.12	-1.358	-1.12	2.039	-3.322	-5.059	0.379	0.926	-0.074	-0.69	-2.837	-0.136	0.138
2.356	-0.621	-3.837	1.144	-2.737	3.534	1.884	1.546	-3.059	-0.889	-2.837	-4.059	-2.059	-4.644	-1.837	-0.713	0.642	-1.599	-2.396	0.029	3.178	2.803	-2.322	1.176	0.454	0.39	0.485	3.635	1.674	-1.286	0.367	1	-2.644	-3.059	-2.474	-0.089	-2.644	0.791	0.124	1.176
0.189	-3.322	-4.322	-5.059	-4.644	-4.059	0.864	-0.667	-1.286	-3.059	-6.644	-5.644	-3.837	-6.644	-1.737	-1.644	-1.059	0.74	-4.059	-1.218	-3.644	-4.644	-4.322	0.669	-4.644	-0.358	-5.059	-1.152	-1.029	-2.737	-1.786	-3.184	-4.644	-2	-5.059	0.043	-1.252	-2.644	0.124	-1.358
-1.358	1.48	-0.12	-1.599	-1.434	-1.089	0.799	1.007	-6.644	-1.286	-4.322	-3.837	-1.889	-0.454	-0.599	2.084	1.48	-2.556	-0.786	-0.089	0.214	-1.184	-0.218	0.848	0.748	1.669	-2.252	-2.252	-1.515	-2.644	2.848	-0.168	2.465	-1.889	-1.515	2.916	-1.434	-2.059	-2.837	2.021
-1.322	-0.474	-0.184	0.345	-1.69	-4.644	0.454	-5.644	0.782	-1.599	-2	-3.644	-1.029	0.202	-2.837	-1.396	0.465	-1.286	-1.515	-0.667	0.516	-2.184	-0.811	-1.556	-2.396	-1.474	-1.286	3.484	1.47	0.287	1.057	-3.474	-2.184	-1.059	-2.184	-3.322	0.986	2.856	3.173	-2.837
-0.535	1.098	-3.644	-5.644	-3.644	-2.737	1.501	-5.059	-3.644	-4.059	-4.322	-3.837	-3.322	-5.059	2.108	-5.059	-3.474	-4.322	-4.059	-4.322	-4.322	-1.786	-4.322	-1.837	-2	0.379	-0.434	-1.434	-2.252	-4.059	-4.644	1.22	-4.322	-5.059	-4.644	-3.059	-1.474	-2.737	-2.644	-2.322
2.205	1.986	-2	-1.889	-0.434	1.091	0.163	0.454	-2.556	-0.184	1.411	0.856	0.722	-1.556	0.345	3.777	4.354	4.444	0.911	-0.269	0.614	-0.434	-1.837	2.757	-0.454	0.731	1.299	-1.943	-1.556	-1.089	4.246	-1.286	3.716	-1.837	1.84	-0.059	-1.029	-1.599	-1.737	-0.862
-2.556	-0.074	-3.644	-4.322	-2.644	-0.218	-0.556	-5.644	-2.396	-3.474	-4.322	-4.644	-2.474	-3.322	-3.474	-1.889	-0.234	0.422	-4.322	-1.396	-3.059	0.098	-1.474	0.401	-1.434	-0.599	-1.322	1.48	1.275	1.091	-2.059	0.227	0.895	-2.184	-2.837	-3.322	2.319	0.687	0.918	-2.644
0.722	-0.737	-0.713	-4.059	-2.396	-5.059	2.658	-4.644	-4.322	-2.396	-1.434	-2.396	-0.578	-1.737	-0.535	0.454	-1.474	-0.971	0.422	-1.12	-3.184	-3.474	-1.434	1.195	0.949	1.536	1.111	-3.184	-4.059	-4.059	-1	-0.761	-4.644	-3.184	-1.218	-1.358	0.731	-2.943	-2.644	0.807
0.536	0.526	-1.599	-3.837	0.895	0.575	0.356	-4.644	-3.322	-0.599	-3.644	-4.059	-2.837	-4.322	0.642	-2.837	-0.761	-2.12	0.88	1.227	-0.089	1.356	-3.184	1.454	1.907	0.098	1.091	0.422	0.345	-2.943	0.757	0	-4.644	-0.786	0.367	1.163	1.807	-0.044	-0.474	1.227
1.642	1.915	-2.837	-4.644	-2.943	-5.644	1.58	-5.059	-4.322	-3.474	-3.644	-3.474	-2.644	-3.322	1.183	-3.184	-2.252	-3.059	-1.286	-0.168	-2.322	0.176	-5.644	-0.862	0.214	-1.089	-0.029	-1.322	-2.737	-3.059	0.111	-0.599	-4.322	-4.322	-3.059	-5.059	-1.556	-2.252	-1.69	-0.377
-2.837	-0.761	-1.474	2.889	-2.737	-4.644	-2.943	2.969	-1.12	3.988	-1.69	-2.252	-1.358	-3.644	-2.837	-2.837	0.124	3.462	-2.556	-1.396	-0.599	-3.184	-2.322	-3.059	-2.556	-2.737	-3.322	-1.286	-2.396	-1.837	-2.556	-4.322	-2.252	2.381	-0.761	-2.943	-2.474	-1.943	-3.184	-2.322
0.526	1.35	2.516	-3.184	0.124	-0.358	1.949	-2.837	-3.322	-2	-2.322	-4.644	-1.515	0.263	0.642	-2.184	-1.434	-0.454	-2.252	0.202	-0.515	1.48	-0.786	3.413	-1.737	-0.761	-2.059	-3.322	-2.837	-4.059	-1.943	0	-2.184	-2.474	-2.737	1.934	-1.515	-2.12	-2.12	2.991
0.098	1.029	-3.837	1.433	-0.667	1.926	-0.074	1.609	-3.837	2.653	-1.837	-2.837	-1.599	-5.059	-0.322	0.411	-3.837	0.872	-3.474	-1.286	0.516	-0.837	-1.322	0.816	0.864	0.465	-0.556	-1.943	-0.599	-3.837	2.483	-0.286	1.021	-0.515	-0.014	0.138	1.438	-0.811	0.888	-0.415
0.526	-0.044	0.176	-2.556	-2.644	0.39	-0.434	0.07	0.356	-0.943	-6.644	-4.322	-3.644	-0.089	1.098	0.824	1.604	0.911	3.032	-1.837	0.214	1.104	-4.644	-0.396	0.163	0.124	0.506	0.124	-1.737	-5.059	0.516	-0.168	-0.889	-3.059	-5.059	-0.862	0.949	-3.184	0.642	0.333
-3.837	-4.059	-4.644	-5.059	-3.322	-6.644	-4.644	-2.396	3.52	-4.059	-5.059	-4.644	-3.059	-5.059	-5.644	-4.644	-4.059	-3.059	-3.837	-4.322	-4.322	-5.644	-4.322	-4.322	-5.644	-4.059	-5.644	-3.837	-5.644	-4.059	-5.644	-5.059	-5.059	-4.322	-4.644	-5.644	-3.837	-3.184	-5.059	-5.059
-4.644	1.674	-0.621	-5.059	0.299	-5.059	-1.089	-5.644	-3.474	-3.644	1.138	0.239	1.227	0.227	-0.837	1.014	-0.322	1.66	2.744	0.496	-0.34	0.057	-4.059	0.39	0.604	-0.286	0.714	0.516	1.214	0.604	-0.474	1.305	-1.059	-0.168	-0.737	-0.943	0.263	-0.136	1.411	0.485
-0.12	-1.737	-3.837	-4.644	-1.889	-1.152	-2.184	-2	-4.059	-3.837	1.163	0.333	0.766	-4.322	-1.837	-2	-1.029	-4.059	-1.218	-3.837	1.316	-0.089	-3.184	-3.474	1.163	-0.136	-3.184	-2.12	-2.322	-3.644	-0.621	-0.761	-3.837	-4.059	-3.644	-5.059	-0.105	-2.837	-3.644	-2
